,0,1,2,3,4,5,6,7,8,9
ADM→ADRB2,1.226912512024474e-05,1.226912512024474e-05,0.00022855499425044197,0.00022855499425044197,0.00022855499425044197,0.0,0.00022855499425044197,1.226912512024474e-05,0.00022855499425044197,0.00022855499425044197
ADM→ADRB3,2.770402053753502e-07,2.770402053753502e-07,0.0,0.0,0.0,0.0,0.0,2.770402053753502e-07,0.0,0.0
ADM→CALCR,9.293390408145024e-08,9.293390408145024e-08,0.0004223509884331431,0.0004223509884331431,0.0004223509884331431,0.0,0.0004223509884331431,9.293390408145024e-08,0.0004223509884331431,0.0004223509884331431
ADM→CALCRL,1.395872349232634e-07,1.395872349232634e-07,0.0,0.0,0.0,0.0,0.0,1.395872349232634e-07,0.0,0.0
ADM→DCLK3,1.8399075270281148e-06,1.8399075270281148e-06,0.0,0.0,0.0,0.0,0.0,1.8399075270281148e-06,0.0,0.0
ADM→GPR182,4.4943703065396783e-08,4.4943703065396783e-08,0.0,0.0,0.0,0.0,0.0,4.4943703065396783e-08,0.0,0.0
ADM→GPR20,1.6914348441787706e-05,1.6914348441787706e-05,0.0,0.0,0.0,0.0,0.0,1.6914348441787706e-05,0.0,0.0
ADM→GPR84,6.037607971373519e-08,6.037607971373519e-08,0.00012467733116363242,0.00012467733116363242,0.00012467733116363242,0.0006465477388226881,0.00012467733116363242,6.037607971373519e-08,0.00012467733116363242,0.00012467733116363242
ADM→MRGPRX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM→PTH1R,2.104991300056085e-07,2.104991300056085e-07,0.0,0.0,0.0,0.0,0.0,2.104991300056085e-07,0.0,0.0
ADM→RAMP1,1.6549728823139525e-05,1.6549728823139525e-05,5.0256176561916795e-05,5.0256176561916795e-05,5.0256176561916795e-05,0.0,5.0256176561916795e-05,1.6549728823139525e-05,5.0256176561916795e-05,5.0256176561916795e-05
ADM→RAMP2,4.249389651875754e-06,4.249389651875754e-06,0.0,0.0,0.0,0.0,0.0,4.249389651875754e-06,0.0,0.0
ADM→RAMP3,1.0918310168114892e-08,1.0918310168114892e-08,0.0,0.0,0.0,0.0,0.0,1.0918310168114892e-08,0.0,0.0
ADM→TSHR,0.0,0.0,0.0,0.0,0.0,0.000523196460049223,0.0,0.0,0.0,0.0
ADM→VIPR1,2.5292285267758e-06,2.5292285267758e-06,0.0,0.0,0.0,0.0,0.0,2.5292285267758e-06,0.0,0.0
ADO→ADORA1,2.9034142906549173e-07,2.9034142906549173e-07,0.0,0.0,0.0,0.0,0.0,2.9034142906549173e-07,0.0,0.0
ADO→ADORA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADO→ADORA2B,6.338675320563007e-08,6.338675320563007e-08,0.0,0.0,0.0,0.0,0.0,6.338675320563007e-08,0.0,0.0
ADO→ADORA3,4.5449555668512956e-07,4.5449555668512956e-07,0.0,0.0,0.0,0.0,0.0,4.5449555668512956e-07,0.0,0.0
AFDN→EPHA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFDN→EPHB2,7.387634544405354e-08,7.387634544405354e-08,0.0,0.0,0.0,0.0,0.0,7.387634544405354e-08,0.0,0.0
AFDN→EPHB3,3.54720982218366e-07,3.54720982218366e-07,0.0,0.0,0.0,0.0,0.0,3.54720982218366e-07,0.0,0.0
AFDN→EPHB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRN→ATP1A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRN→DAG1,8.958212179655634e-08,8.958212179655634e-08,0.00012057022645830571,0.00012057022645830571,0.00012057022645830571,0.0,0.00012057022645830571,8.958212179655634e-08,0.00012057022645830571,0.00012057022645830571
AGRN→ITGB1,6.526063718015184e-07,6.526063718015184e-07,0.0,0.0,0.0,0.0,0.0,6.526063718015184e-07,0.0,0.0
AGRN→LRP1,4.943676151894112e-06,4.943676151894112e-06,0.0,0.0,0.0,0.0,0.0,4.943676151894112e-06,0.0,0.0
AGRN→LRP2,6.987715867849819e-05,6.987715867849819e-05,0.0,0.0,0.0,0.0,0.0,6.987715867849819e-05,0.0,0.0
AGRN→LRP4,1.1024604692544882e-06,1.1024604692544882e-06,0.0,0.0,0.0,0.0,0.0,1.1024604692544882e-06,0.0,0.0
AGRN→MUSK,2.4079335432190044e-05,2.4079335432190044e-05,0.0,0.0,0.0,0.0,0.0,2.4079335432190044e-05,0.0,0.0
AGRP→MC1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRP→MC3R,2.894939210238881e-05,2.894939210238881e-05,0.0,0.0,0.0,0.0,0.0,2.894939210238881e-05,0.0,0.0
AGRP→MC4R,1.405680381060887e-07,1.405680381060887e-07,0.0,0.0,0.0,0.0,0.0,1.405680381060887e-07,0.0,0.0
AGRP→MC5R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRP→SDC1,8.774054178858306e-09,8.774054178858306e-09,0.0,0.0,0.0,0.0,0.0,8.774054178858306e-09,0.0,0.0
AGRP→SDC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP→RACK1,2.8311410312818373e-06,2.8311410312818373e-06,0.00017271716498014393,0.00017271716498014393,0.00017271716498014393,0.0,0.00017271716498014393,2.8311410312818373e-06,0.00017271716498014393,0.00017271716498014393
AGT→ADRA2A,6.080764880633965e-07,6.080764880633965e-07,0.0,0.0,0.0,0.0,0.0,6.080764880633965e-07,0.0,0.0
AGT→AGTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGT→AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGT→ENPEP,1.0331934649384748e-07,1.0331934649384748e-07,0.0,0.0,0.0,0.0,0.0,1.0331934649384748e-07,0.0,0.0
AGT→GRM7,0.0,0.0,2.4680774591365337e-05,2.4680774591365337e-05,2.4680774591365337e-05,0.0,2.4680774591365337e-05,0.0,2.4680774591365337e-05,2.4680774591365337e-05
AGT→LRP2,2.187022876872411e-09,2.187022876872411e-09,0.0,0.0,0.0,0.0,0.0,2.187022876872411e-09,0.0,0.0
AGT→MAS1,4.6639995517857046e-08,4.6639995517857046e-08,0.0,0.0,0.0,0.0,0.0,4.6639995517857046e-08,0.0,0.0
AGT→MTNR1A,0.00014268955266282096,0.00014268955266282096,0.0,0.0,0.0,0.0,0.0,0.00014268955266282096,0.0,0.0
AHSG→INSR,6.060782731725814e-08,6.060782731725814e-08,0.0,0.0,0.0,0.0,0.0,6.060782731725814e-08,0.0,0.0
AIMP1→NTRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB→LRP2,6.982028430354768e-05,6.982028430354768e-05,0.0,0.0,0.0,0.0,0.0,6.982028430354768e-05,0.0,0.0
ALCAM→CD6,6.905915333713955e-05,6.905915333713955e-05,0.0,0.0,0.0,0.0,0.0,6.905915333713955e-05,0.0,0.0
ALCAM→CHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM→NRP1,1.1588436132971793e-05,1.1588436132971793e-05,0.0,0.0,0.0,0.00025231092333105235,0.0,1.1588436132971793e-05,0.0,0.0
ALKAL1→ALK,2.418849554698573e-07,2.418849554698573e-07,0.0,0.0,0.0,0.0,0.0,2.418849554698573e-07,0.0,0.0
ALKAL1→LTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALKAL2→ALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALKAL2→LTK,8.779146971879744e-07,8.779146971879744e-07,0.0,0.0,0.0,0.0,0.0,8.779146971879744e-07,0.0,0.0
AMBN→CD63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELX→CD63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELX→LAMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELX→LAMP2,3.775821112313949e-06,3.775821112313949e-06,0.0,0.0,0.0,0.0,0.0,3.775821112313949e-06,0.0,0.0
AMELY→CD63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELY→LAMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELY→LAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMH→EGFR,1.6543070645346838e-06,1.6543070645346838e-06,2.4274399291481005e-05,2.4274399291481005e-05,2.4274399291481005e-05,9.203070175449213e-05,2.4274399291481005e-05,1.6543070645346838e-06,2.4274399291481005e-05,2.4274399291481005e-05
AMH→GREM2,3.3776340686749175e-07,3.3776340686749175e-07,0.0,0.0,0.0,0.0,0.0,3.3776340686749175e-07,0.0,0.0
ANGPT1→ITGA5,1.219054334744241e-07,1.219054334744241e-07,0.0,0.0,0.0,0.0,0.0,1.219054334744241e-07,0.0,0.0
ANGPT1→ITGB1,0.0,0.0,0.00036018818006991547,0.00036018818006991547,0.00036018818006991547,0.0,0.00036018818006991547,0.0,0.00036018818006991547,0.00036018818006991547
ANGPT1→TEK,1.5845038846470962e-07,1.5845038846470962e-07,0.0,0.0,0.0,0.0,0.0,1.5845038846470962e-07,0.0,0.0
ANGPT1→TIE1,2.917712454307656e-07,2.917712454307656e-07,0.0,0.0,0.0,0.0,0.0,2.917712454307656e-07,0.0,0.0
ANGPT2→TEK,0.0,0.0,4.1283055796163565e-05,4.1283055796163565e-05,4.1283055796163565e-05,0.0,4.1283055796163565e-05,0.0,4.1283055796163565e-05,4.1283055796163565e-05
ANGPT2→TIE1,5.151979206382987e-08,5.151979206382987e-08,0.0,0.0,0.0,0.0,0.0,5.151979206382987e-08,0.0,0.0
ANGPT4→TEK,0.0001192800089794165,0.0001192800089794165,0.0,0.0,0.0,0.0,0.0,0.0001192800089794165,0.0,0.0
ANGPT4→TIE1,3.3597592032558606e-07,3.3597592032558606e-07,0.0,0.0,0.0,0.0,0.0,3.3597592032558606e-07,0.0,0.0
ANGPTL1→LILRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL1→LILRB3,4.111400364306323e-07,4.111400364306323e-07,0.0,0.0,0.0,0.0,0.0,4.111400364306323e-07,0.0,0.0
ANGPTL1→TEK,3.2908849506502904e-06,3.2908849506502904e-06,0.0,0.0,0.0,0.0,0.0,3.2908849506502904e-06,0.0,0.0
ANGPTL2→LILRB2,1.3755507846909766e-06,1.3755507846909766e-06,0.0,0.0,0.0,0.0005197886603354414,0.0,1.3755507846909766e-06,0.0,0.0
ANGPTL2→LILRB3,4.0587594100685046e-07,4.0587594100685046e-07,0.0,0.0,0.0,0.0,0.0,4.0587594100685046e-07,0.0,0.0
ANGPTL2→TIE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL2→TLR4,1.0197012828592651e-06,1.0197012828592651e-06,0.0,0.0,0.0,0.0,0.0,1.0197012828592651e-06,0.0,0.0
ANGPTL3→ITGA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4→CDH11,1.3257592255727575e-07,1.3257592255727575e-07,0.0,0.0,0.0,0.0,0.0,1.3257592255727575e-07,0.0,0.0
ANGPTL4→CDH5,4.332808690589342e-08,4.332808690589342e-08,0.0,0.0,0.0,0.0,0.0,4.332808690589342e-08,0.0,0.0
ANGPTL4→GPIHBP1,4.555199028078753e-06,4.555199028078753e-06,0.0,0.0,0.0,0.0,0.0,4.555199028078753e-06,0.0,0.0
ANGPTL4→SDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
